product_id,title,brand,price,description,image_url,features,category
B0002E1TAY,"Gibson Masterbuilt Premium Phosphor Bronze Acoustic Guitar Strings, Super Ultra ...",Gibson Gear,$9.99,"Top-quality acoustic guitar strings designed specifically for Gibson Montana's flat top guitars. Masterbuilt strings help you pull the natural, expressive tone from your acoustic guitar. Each set is v...",https://images-na.ssl-images-amazon.com/images/I/51YhxL0WP-L.jpg,"Phosphor/bronze-wound strings | Gives your acoustic guitar a bright attack and sustained warmth | Authentic Gibson strings are American made, world played",Musical Instruments
B0002E1NWS,"Elixir Strings Mandolin Strings w NANOWEB Coating, Light (.010-.034)",Elixir,$8.99,"Prolong your tone with the same premium mandolin strings that experienced players worldwide trust to keep their incredible tone longer than any other string available. Unlike other string brands, Elix...",https://images-na.ssl-images-amazon.com/images/I/616nqT3ja3L.jpg,"Mandolin strings constructed with 80/20 (80% copper, 20% zinc) bronze wrap wire | Played for a bright, bell-like tone | Ultra-thin NANOWEB Coating provides a traditionally textured, uncoated feel",Musical Instruments
B0002E1V8Y,"Rico by D'Addario RIA1020 Soprano Sax Reeds, Strength 2.0, 10-pack",D'Addario Woodwinds,$27.28,"Designed for a wide variety of playing situations, Rico Reeds are cut of our most flexible grade of cane. The ease of play, affordable price and convenient packaging options are why more musicians wor...",https://images-na.ssl-images-amazon.com/images/I/516ae1TCVJL.jpg,"Thinner vamp cut designed for ease of play | Strength 3.0, Unfiled cut, box of 10 reeds | Priced affordably for educators",Musical Instruments
B0002E1O3G,"Elixir Strings Electric Guitar Strings w NANOWEB Coating, Light (.010-.046)",Elixir,$11.99,Amp up your guitars tone life with the same premium electric guitar strings that experienced players worldwide trust to keep their incredible tone longer than any other string available. Unlike other ...,https://images-na.ssl-images-amazon.com/images/I/51VKMCzvQvL.jpg,"Electric guitar strings constructed with nickel-plated steel wrap wire | Played for their bright, vibrant presence and dynamic punch | Ultra-thin NANOWEB Coating provides a traditionally textured, uncoated feel",Musical Instruments
B0002E1VOI,"Rico by D'Addario Tenor Sax Reeds, Strength 3.5, 10-pack",D'Addario Woodwinds,$32.95,"<div class=""aplus-v2""><link href=""https://images-na.ssl-images-amazon.com/images/G/01/aplus-module/aplus-v2.css"" rel=""stylesheet""><script src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus...",https://images-na.ssl-images-amazon.com/images/I/516ae1TCVJL.jpg,"Thinner vamp cut designed for ease of play | Strength 3.5, Unfiled cut, box of 10 reeds | Priced affordably for educators",Musical Instruments
B0002E1P4O,Savarez Accordion Accessory (520R),Savarez,$10.39,".028-.042 Standard-tension Nylon Classical Guitar Strings, Silverplated Wound",https://images-na.ssl-images-amazon.com/images/I/51mcwAlrAJL.jpg,"Traditional Series | Normal tension | Rectified nylon trebles, silver plated wound basses",Musical Instruments
B0002E1H9W,Dunlop 6500 System 65 Guitar Maintenance Kit,JIM DUNLOP,$19.95,"Everything you need to keep your guitar maintained. Contains: 654 Formula No. 65 Polish and Cleaner, 6574 Bodygloss Cream of Carnauba, 6582 Ultraglide 65 String Conditioner, 6524 Fingerboard Cleaner a...",https://images-na.ssl-images-amazon.com/images/I/41o4YWSKUOL.jpg,"Everything you need to keep your guitar maintained | Contains five cleaners for your guitar's body, neck and strings | Also includes a Micro Fine Fret Polishing Cloth, two 100% cotton cloths, and care instructions",Musical Instruments
B0002E1UTY,"Shure WA304 2-Feet Instrument Cable, 4-Pin Mini Connector (TA4F) with Right-Angl...",Shure,$16.96,"The Shure WA304 is a 2' instrument cable for connecting your guitar to your wireless rig. The Shure WA304 can be used with T1, SC1, SLX1, LX1, U1, UC1, ULX, UR1, and UT1 body pack transmitters. It fea...",https://images-na.ssl-images-amazon.com/images/I/41TfuvHfw6L.jpg,"The Shure WA304 is a 2' instrument cable for connecting your guitar to your wireless rig | The Shure WA304 can be used with T1, SC1, SLX1, LX1, U1, UC1, ULX, UR1, and UT1 body pack transmitters | It features a 1/4"" Tip-sleeve right angle connector on one end and a 4-pin Mini Connector (TA4F) on the other",Musical Instruments
B0002E1P5S,Savarez Accordion Accessory (500CJ),Savarez,$10.41,".029-.043 High-tension Nylon Classical Guitar Strings, Silverplated Wound",https://images-na.ssl-images-amazon.com/images/I/51oFLL16dWL.jpg,"Cristal Corum Series^High tension^Cristal clear nylon trebles, Corum silver plated wound basses | And CORUM wound basses | The set CORUM PR is made of: rectified nylon trebles (with NEW CRISTAL quality)",Musical Instruments
B0002E1VUW,"Gibson Gear PRPG-020 Les Paul Custom 5 Ply, Black",Gibson Gear,$6.04,Les Paul Custom Black 5 Ply,https://images-na.ssl-images-amazon.com/images/I/41r0KVUEXfL.jpg,Authentic Gibson Replacement Part | Les Paul Custom Pickguard | Black 5-ply,Musical Instruments
B0002E2688,Pearl S1330B 13 x 3 Inches Black Steel Piccolo Snare Drum,Pearl,$45.14,Piccolo and Effects Snare Drums have become some of the most widely used and best selling Snare Drums in popular music today. Their crisp brilliant attack and tight sound with excellent projection hav...,https://images-na.ssl-images-amazon.com/images/I/41artJ1xRQL.jpg,Brand: Pearl | Product Code: S1330B | Compact and affordable with plenty of snap,Musical Instruments
B0002E1TB8,"Gibson Masterbuilt Premium Phosphor Bronze Acoustic Guitar Strings, Light 12-53",Gibson Gear,$9.99,"Top-quality acoustic guitar strings designed specifically for Gibson Montana's flat top guitars. Masterbuilt strings help you pull the natural, expressive tone from your acoustic guitar. Each set is v...",https://images-na.ssl-images-amazon.com/images/I/41Dq5S3ddSL.jpg,"Phosphor/bronze-wound strings | Gives your acoustic guitar a bright attack and sustained warmth | Authentic Gibson strings are American made, world played",Musical Instruments
B0002E1U76,D&rsquo;Addario Woodwinds Rico Accordion Accessory (RJB1035),D'Addario Woodwinds,$15.99,"<div class=""aplus-v2""><link href=""https://images-na.ssl-images-amazon.com/images/G/01/aplus-module/aplus-v2.css"" rel=""stylesheet""><script src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus...",https://images-na.ssl-images-amazon.com/images/I/516ae1TCVJL.jpg,"Traditional Rico cut with a stronger spine | Strength 3.5, Filed cut, box of 10 reeds | Works well for both classical and jazz applications",Musical Instruments
B0002E2G7E,Fender Telecaster Control Plate,Fender,$14.31,Tele original vnt control plt,https://images-na.ssl-images-amazon.com/images/I/21d5NqBxiEL.jpg,Fender Accesories | Tele original vnt control plt | Electric Guitar Part,Musical Instruments
B0002E2G24,Fender 4-Position Custom Shop Telecaster Pickup Selector Switch,Fender,$1.96,"Whether replacing a worn switch or just adding tonal variety to your favorite instrument, Fender offers high quality switches with knobs and mounting hardware.",https://images-na.ssl-images-amazon.com/images/I/41iTpecQS%2BL.jpg,"Whether replacing a worn switch or just adding tonal variety to your favorite instrument, Fender offers high-quality switches with knobs and mounting hardware | Used on many Custom Shop instruments | Allows you to change your Telecaster pickup wiring from Series to Parallel for increased output and a fatter tone with the flick of a switch",Musical Instruments
B0002E2G2E,Fender 3-Position Vintage-Style Stratocaster/Telecaster Pickup Selector Switch,Fender,$11.49,"Whether replacing a worn switch or just adding tonal variety to your favorite instrument, Fender offers high-quality switches with knobs and mounting hardware.",https://images-na.ssl-images-amazon.com/images/I/4124kckhnoL.jpg,"Package includes one white Strat tip and one black Original Tele tip | Used on American Vintage Stratocaster/Telecaster models (US), American Standard, American Special Telecaster models (US), and Classic, Deluxe, and Standard Series Telecaster (Mexico) models | Fender offers high-quality switches with knobs and mounting hardware",Musical Instruments
B0002E2KPC,Dunlop Acoustic Guitar Frets (37083022001),JIM DUNLOP,$0.91,Dunlop trigger curved gold guitar capo 83CG. When they made the Dunlop trigger curved guitar capo they knew your sound shouldn't change when you put on a capo and it shouldn't be a 12-step process eit...,https://images-na.ssl-images-amazon.com/images/I/51Gc4DlkLaL.jpg,Ergonomic shape and padded handle make fret positioning easy | The strong spring action clamps it firmly in place | Aircraft quality aluminum,Musical Instruments
B0002E2M00,Shubb C2 Nickel Capo for Nylon String Guitar,Shubb,$15.13,When the Shubb capo was first introduced more than 30 years ago guitarists throughout the world fell in love with it. They're still in love with it today. We've given it a few tweaks through the years...,https://images-na.ssl-images-amazon.com/images/I/41GM9BlM5OL.jpg,"Fits most classical guitars | 2.25"" wide, FLAT fretboard | Polished nickel finish",Musical Instruments
B0002E2GNI,Fender Vintage-Style Stratocaster String Guides - Chrome,Fender,$8.26,Fender string guides (string trees) help minimize tuning problems and sympathetic overtones caused by low string tension.,https://images-na.ssl-images-amazon.com/images/I/31YhY3BoA5L.jpg,"Fender string guides (string trees) help minimize tuning problems and sympathetic overtones caused by low string tension | Mounting hardware included | Used on American Vintage (USA), Road Worn, Pawn Shop and Classic Series (Mexico) models",Musical Instruments
B0002E2FPW,Fender Pickgrd American Standard Tele Blk (Bwb),Fender,$18.29,PickGuard AM Standard Tele Black (BWB),https://images-na.ssl-images-amazon.com/images/I/31hQGS-stRL.jpg,"Original factory equipment | 3-ply, 8-hole Telecaster pickguard for American Telecasters, American Standard Telecasters, Hot Rod Telecasters, American Deluxe Telecasters, Standard Telecasters, and Deluxe Series Telecasters | 3-ply, 8-hole Telecaster pickguard for American Telecasters, American Standard Telecasters, Hot Rod Telecasters, American Deluxe Telecasters, Standard Telecasters, and Deluxe Series Telecasters",Musical Instruments
B0002E2NEK,Zildjian 5A Nylon Black Dip Drumsticks,Avedis Zildjian Company,$13.92,"The popular Zildjian 5A drumstick model, with black DIP coating.  Full-size oval tip produces full tone.  The DIP material is a special coating that is applied to the grip area of the stick to provide...",https://images-na.ssl-images-amazon.com/images/I/31uRX74i4sL.jpg,"Our most popular model. Full-size oval tip produces full tone. The DIP material is a special coating that is applied to the grip area of the stick to provide a comfortable, slightly tacky gripping surface. | Length = 16 | Diameter = 0.560",Musical Instruments
B0002E2G5Q,"Fender P/Jbass Orig Thumbrest,  Black",Fender,$5.80,P/JBass Original THMREST Black,https://images-na.ssl-images-amazon.com/images/I/31Vw-Koh-gL.jpg,Here's the genuine Fender thumb rest for your Precision Bass & Jazz Bass | Bass thumbrest for Precision and Jazz basses | Bass thumbrest for Precision and Jazz basses,Musical Instruments
B0002E2NCM,"Planet Waves Auto-Trim Tuning Machines, 3 + 3 Setup, Gold",D'Addario Accessories,$69.00,"Features:<BR>- Patented Ned Steinberger design cuts excess string while guitar is tuned, eliminating need for extra string-cutting tools. <BR>- Individual string clamps securely hold string in tuner -...",https://images-na.ssl-images-amazon.com/images/I/41mmSBY5nKL.jpg,"6 High quality precision tuners that automatically cut excess string while the guitar is tuned; 3 + 3 format | Individual string clamps securely hold the string in the tuning machine, avoiding the need for multiple wraps around the post | Excellent for tremolo use and other demanding applications",Musical Instruments
B0002E2LWY,Shure MCC DJ Cartridge Case,Shure,N/A,"The MCC Cartridge Carry Case is the safest and most secure way for carrying your cartridges. The MCC securely holds 4 cartridges in its crush-proof, water-tight structure. For the price, you can't bea...",https://images-na.ssl-images-amazon.com/images/I/41N0anujC4L.jpg,Crush-Proof | Water-Tight Structure | Legendary Shure durability,Musical Instruments
B0002E2KMA,"Dunlop 84FG Acoustic Trigger Capo, Flat, Gold",JIM DUNLOP,$0.91,"You can put it on, take it off, or move it, and never miss a lick. The Dunlop trigger capo is the fastest, easiest one-hand capo there is. Designed with performance quality to last a lifetime.",https://images-na.ssl-images-amazon.com/images/I/412jVWRCOqL.jpg,Ergonomic shape and padded handle make fret positioning easy | The strong spring action clamps it firmly in place | Available in five finishes,Musical Instruments
B0002E2N9K,"Planet Waves Auto-Trim Tuning Machines, 6 In-Line setup, Black",D'Addario Accessories,$52.64,"Features:<BR>- Patented Ned Steinberger design cuts excess string while guitar is tuned, eliminating need for extra string-cutting tools. <BR>- Individual string clamps securely hold string in tuner -...",https://images-na.ssl-images-amazon.com/images/I/41Nz2rbIFvL.jpg,"6 High quality precision tuners that automatically cut excess string while the guitar is tuned; 6 In-Line format | Individual string clamps securely hold the string in the tuning machine, avoiding the need for multiple wraps around the post | Excellent for tremolo use and other demanding applications",Musical Instruments
B0002E2G2O,Fender Strat/Tele Vintage Machine Head set of 6,Fender,$33.58,Strat/tel original vnt mchhds/6,https://images-na.ssl-images-amazon.com/images/I/415zhAdE9DL.jpg,Fender Accesories | Strat/tel original vnt mchhds/6 | Electric Guitar Part,Musical Instruments
B0002E2KJS,Shubb 12-String Guitar Capo - Nickel Finish,Shubb,$17.78,"Model 3, ""For 12-string guitar"", or any steel string guitar with a wide fretboard, 2.25 inches wide, curved for radiuses fretboard. Precisely machined of brass and carefully hand assembled, a Shubb ca...",https://images-na.ssl-images-amazon.com/images/I/41ZKKkuvjmL.jpg,Brand: Shubb | Manufacturer Part: C3 | Polished nickel finish,Musical Instruments
B0002E2M32,"Dunlop 88N Classical Trigger Capo, Flat, Nickel",JIM DUNLOP,$0.91,"You can put it on, take it off, or move it, and never miss a lick. The Dunlop trigger capo is the fastest, easiest one-hand capo there is. Designed with performance quality to last a lifetime.",https://images-na.ssl-images-amazon.com/images/I/41wQP9eq7SL.jpg,Ergonomic shape and padded handle make fret positioning easy | Strong spring action clamps it firmly in place | Available in nickel or black,Musical Instruments
B0002E2GMY,Fender American Series String Guides,Fender,$6.95,AM SRS String GUIDES,https://images-na.ssl-images-amazon.com/images/I/31Z64w-A69L.jpg,"Refurbish your axe with genuine factory parts | (2) American Series String Guides, includes mounting screws | (2) American Series String Guides, includes mounting screws",Musical Instruments
B0002E2QGA,Aquarian Drumheads Drumhead Pack (PF16),Aquarian Drumheads,$25.83,"A clear, two ply head manufactured with Aquarians Vacuum Process which eliminates air bubbles and wrinkles between the two plies. Remember that big, fat, low tom tom sound you heard on the classic roc...",https://images-na.ssl-images-amazon.com/images/I/41U0Fxz7A4L.jpg,Clear Performance II | two 7mil plies | Minimize unwanted ring and overtones,Musical Instruments
B0002E2T08,Fender 355 Sharp Triangle Shell Guitar Picks - 72-Pack - Medium for electric gui...,Fender,$1.96,"Experience the classic feel of Fender no matter what guitar or bass you play. Fender picks provide comfort and high-performance flexibility for every performer, with a variety of sizes, shapes and thi...",https://images-na.ssl-images-amazon.com/images/I/51NYdQcGF%2BL.jpg,"Extra wide 355 shape provides additional surface area to grip and multiple picking sides | Celluloid picks give the traditional feel, with a smooth striking surface and a warm, round musical tone | Medium gauge picks are ideal for the player looking for a warmer tone of a heavy pick, but the flexibility of a thin pick.",Musical Instruments
B0002E2QSS,DW DWSM800 Drumkey Key Chain,DW,$9.99,Made by Drum Workshop. Drumkey Key Chain.,https://images-na.ssl-images-amazon.com/images/I/31FoCZIJwWL.jpg,Made by Drum Workshop | Drumkey Key Chain | Model # DWSM800,Musical Instruments
B0002E2WVY,"Fender 358 Shape Classic Celluloid Picks (72 Pack) for electric guitar, acoustic...",Fender,N/A,"Experience the classic feel of Fender no matter what guitar or bass you play. Fender picks provide comfort and high-performance flexibility for every performer, with a variety of sizes, shapes and thi...",https://images-na.ssl-images-amazon.com/images/I/21sD%2BvO-3TL.jpg,"The 358 ""tear drop"" shape provides additional control and accuracy for certain playing styles | Celluloid picks give the traditional feel, with a smooth striking surface and a warm, round musical tone | Extra Heavy gauge picks produce an incredible rich low frequency response with a beautiful bloom to the notes, ideal for bass players or jazz guitarists",Musical Instruments
B0002E2SA4,"Fender 351 Shape Classic Picks (12 Pack) for electric guitar, acoustic guitar, m...",Fender,$3.89,"Experience the classic feel of Fender no matter what guitar or bass you play. Fender picks provide comfort and high-performance flexibility for every performer, with a variety of sizes, shapes and thi...",https://images-na.ssl-images-amazon.com/images/I/51OK7BxkUXL.jpg,"Comfortable and familiar feel provided by the traditional 351 shape | Celluloid picks give the traditional feel, with a smooth striking surface and a warm, round musical tone | Thin gauge picks provide a bright tone with airy sustain, and are ideal for strumming",Musical Instruments
B0002E2Z8O,Shubb S1 Stainless Steel Guitar Capo for Steel String Guitars,Shubb,$16.56,The Shubb Deluxe S Capo is made of stainless steel with a new roller design that resists wear and opens and closes more smoothly that the original Shubb capo. Restyled lever makes the Deluxe Capo easi...,https://images-na.ssl-images-amazon.com/images/I/4162bFJCOHL.jpg,Brand: Shubb^Manufacturer Part: S1^Stainless steel construction^New roller design resists wear^Smooth action,Musical Instruments
B0002E2Z98,Shubb C1B Brass Capo for Steel String Guitars,Shubb,$18.42,"Model 1, ""For steel string guitar,"", fits almost all acoustic and electric steel string guitars. 2 inches wide, curved for a radiuses fretboard. Precisely machined of brass and carefully hand assemble...",https://images-na.ssl-images-amazon.com/images/I/41HbegeiiwL.jpg,"Brand: Shubb | Manufacturer Part: C1B | Plain, unplated brass finish",Musical Instruments
B0002E2OTE,Remo Ambassador Coated Drum Head - 16 Inch,Remo,$12.99,"The Ambassador Coated is the most popular drumhead in the world, featuring the perfect combination of warm, open tones with bright attack and controlled sustain. Constructed with 1-ply 10-mil Coated f...",https://images-na.ssl-images-amazon.com/images/I/31WwDHdsWML.jpg,"Provides bright attack and controlled sustain | 1-ply 10-mil Coated Film | Ideal for Tom, Bass and Snare batter applications",Musical Instruments
B0002E37PY,Monster Standard 100 Microphone Cable 15 Ft. - Precision Xlrs (S100-M-15),Monster,N/A,"15 ft. - precision XLRs  Monster-Quality audio cable at an affordable price. Features durable construction, ultra-flexibility, heavy-duty reinforced connectors and Monsterous sound for Monsterous musi...",https://images-na.ssl-images-amazon.com/images/I/41JVnwthTUL.jpg,Twisted pair construction reduces audio bandwidth distortions for better clarity. | 92% coverage copper-braided shield rejects RFI and EMI for a lower noise floor and increased resolution. | Extra-flexible Duraflex outer jacket for superior reliability and cut resistance.,Musical Instruments
B0002E3830,Monster Rock - 21&rsquo; Instrument Cable &ndash; Straight to Straight &frac14;&...,Monster,N/A,"Patented Technologies Help You Deliverthe Power and Full Impact of Your Tone Unlike ordinary cable, Monster Rock uses patented technologies to accentthe raw power of your sound so it cuts through the ...",https://images-na.ssl-images-amazon.com/images/I/51RvE%2BmdXHL.jpg,95% coverage copper braided shield rejects RFI and EMI for a lower noise floor and increased resolution. | IsoTec vibration isolation technology further reduces handling noise. | Extra-flexible Duraflex outer jacket for superior reliability and cut resistance.,Musical Instruments
B0002E382Q,Monster M ROCK-12 1/4-Inch Rock Instrument Cable (12 Feet),Monster,N/A,"Patented Technologies Help You Deliverthe Power and Full Impact of Your Tone Unlike ordinary cable, Monster Rock uses patented technologies to accentthe raw power of your sound so it cuts through the ...",https://images-na.ssl-images-amazon.com/images/I/51RvE%2BmdXHL.jpg,95% coverage copper braided shield rejects RFI and EMI for a lower noise floor and increased resolution. | IsoTec vibration isolation technology further reduces handling noise. | Extra-flexible Duraflex outer jacket for superior reliability and cut resistance.,Musical Instruments
B0002E38BM,Monster Bass - 12' Instrument Cable -  Straight to Straight &frac14;&rdquo; plug...,Monster,N/A,"Monster Bass is designed specifically for bass guitar. Monster Bass provides Multi-Gauge Time Correct Windings with Special Dielectrics and Ultra-Dense Shielding to deliver smooth, powerful low end. O...",https://images-na.ssl-images-amazon.com/images/I/51RvE%2BmdXHL.jpg,Two thick bass conductors improve voltage and current transmission for maximum punch and an extended low end. | MicroFiber inner dielectric provides better isolation of magnetic fields for improved harmonic detail. | 95% coverage copper-braided shield rejects RFI and EMI for a lower noise floor and increased resolution.,Musical Instruments
B0002E38WQ,Remo Emperor Coated Drum Head - 14 Inch,Remo,$14.75,"The Emperor Coated drumheads features warm, open tones with increased durability and projection. Constructed with 2-plies of 7-mil Coated film, Emperor Coated drumheads provide a soft feel and subtle ...",https://images-na.ssl-images-amazon.com/images/I/41uRvLwBQuL.jpg,"Provides durability, warmth and volume | 2-plies of 7-mil Coated film | Ideal for Snare, Tom and Bass applications",Musical Instruments
B0002E38DK,Monster Bass - 12' Instrument Cable &ndash; Angled to Straight &frac14;&rdquo; p...,Monster,N/A,"12 ft. - angled to straight 1/4 plugs <div class=""aplus""> <div class=""two-third-col""> <h3>Monster Bass</h3> Extended dynamic range and low frequency response instrument cable designed for the bass pla...",https://images-na.ssl-images-amazon.com/images/I/51RvE%2BmdXHL.jpg,Two thick bass conductors improve voltage and current transmission for maximum punch and an extended low end. | MicroFiber inner dielectric provides better isolation of magnetic fields for improved harmonic detail. | 95% coverage copper-braided shield rejects RFI and EMI for a lower noise floor and increased resolution.,Musical Instruments
B0002E38DU,Monster Bass - 21' Instrument Cable &ndash; Angled to Straight &frac14;&rdquo; p...,Monster,N/A,"Monster Performer 500 Bass cable <div class=""aplus"">      <div class=""two-third-col"">     <h3>Monster Bass</h3> Extended dynamic range and low frequency response instrument cable designed for the bass...",https://images-na.ssl-images-amazon.com/images/I/51RvE%2BmdXHL.jpg,Two thick bass conduct5ors improve voltage and current transmission for maximum punch and an extended low end. | MicroFiber inner dielectric provides better isolation of magnetic fields for improved harmonic detail. | 95% coverage copper-braided shield rejects RFI and EMI for a lower noise floor and increased resolution.,Musical Instruments
B0002E2YMG,Wittner Metronome (865061),Wittner,$17.85,Excellent craftsmanship and the highest grade hardwoods are coupled to produce these wood case models . The famous wind-up mechanism produces the visual pendulum signal along with an audible tick at t...,https://images-na.ssl-images-amazon.com/images/I/31OwX6ZCDPL.jpg,Tempo range: 40-208 beats per minute | Beat indication: Click sound and light | Standard pitch A440 reference,Musical Instruments
B0002E3AHY,Manhasset Acoustic Guitar Body (5301),Manhasset,N/A,"Enjoy the full size Manhasset music stand desk resting on any flat surface. Ideal for classroom, private studio, bellchoir and more! Rubber foot on back support and felt pads located beneath the lip p...",https://images-na.ssl-images-amazon.com/images/I/41fIerZYN1L.jpg,"Ideal for classroom, private studio, bellchoir and more! | The model 53 table top stand features a rubber foot on the back support and felt pads located beneath the lip",Musical Instruments
B0002E3A8S,Manhasset Acoustic Guitar Frets (1100),Manhasset,$4.14,"Accessory Shelf provides storage at your fingertips! This durable ABS plastic shelf slides onto the ledge of your stand, instantly converting it to a double lipped orchestral stand. This shelf that is...",https://images-na.ssl-images-amazon.com/images/I/31XCQryi3UL.jpg,Model 1100 | Accesory Shelf for your music stand | Made of durable ABS plastic,Musical Instruments
B0002E3CK4,"D'Addario EXL120-7 Nickel Wound 7-String Electric Guitar Strings, Super Light, 9...",D'Addario,$5.99,"<div class=""aplus""> <div class=""two-third-col""> <div class=""leftImage"" style=""width: 350px;""> <div id=""image0""><img src=""https://images-na.ssl-images-amazon.com/images/I/21jSxZyLwNL.jpg"" alt=""""></div>...",https://images-na.ssl-images-amazon.com/images/I/51AYxXKFK3L.jpg,Super light 7-string gauges for maximum flexibility and biting tone | Round wound with nickelplated steel for distinctive bright tone | Corrosion resistant packaging for strings that are always fresh,Musical Instruments
B0002E3CHC,"D'Addario EXP15 with NY Steel Phosphor Bronze Acoustic Guitar Strings, Coated, E...",D'Addario,$15.19,An ultra-fine layer of EXP Coating is bonded to the phosphor bronze wrap wire which is then wound onto the hex-shaped core wire. The result is a built-in barrier against the corrosion and wear that ca...,https://images-na.ssl-images-amazon.com/images/I/61pFtGpaeaL.jpg,"D'Addario's lightest gauge acoustic guitar string set, known for its superb, long-lasting tone and playing ease | EXP Coated phosphor bronze for warm, bright, well balanced acoustic tone and 4 times more life | Includes DAddarios exclusive NY Steel, the same high carbon steel found in the NYXL series for unprecedented strength and pitch stability.",Musical Instruments
B0002E3CX6,Vater Percussion Stick &amp; Finger Tape Red,Vater,$9.99,Drumstick tape.,https://images-na.ssl-images-amazon.com/images/I/61iADK8XI0L.jpg,Drumstick tape,Musical Instruments
B0002E3DNK,On-Stage GS7465 Pro Flip-It A-Frame Guitar Stand,OnStage,$26.95,On Stage GS7465 Pro Flip It A-Frame Guitar Stand is easily the safest guitar stand on the market today! Features include the convenience of an A-Frame with the safety of our patented Flip-It! top yoke...,https://images-na.ssl-images-amazon.com/images/I/31ZEZaquMML.jpg,"Flip-It! is a unique, patented design which allows for easy one-handed operation | Upper yoke stores between the legs for storage and travel | 10-degree tilt back angle and splayed foot print make for a stable foundation",Musical Instruments
B0002E3DAS,Fender Custom Shop '60s Jazz Bass Pickups,Fender,$129.00,"Custom '60s jazz bass& pickups are patterned after vintage pickups but are overwound for more punch, midrange, bass, and output. uses alnico 5 magnets and formvar magnet wire. sold in pairs only and i...",https://images-na.ssl-images-amazon.com/images/I/41TytpnV6JL.jpg,"Custom '60s jazz bass& pickups are patterned after vintage pickups but are overwound for more punch, midrange, bass, and output. | Uses alnico 5 magnets and formvar magnet wire. | Sold in pairs only and includes all mounting hardware.",Musical Instruments
B0002E3D44,"Fender Vintage Noiseless Stratocaster Pickups Set White,  3 Pickups",Fender,$156.42,"Single coil tone without the hum! Vintage Noiseless Strat pickups produce the brilliant clarity, definition, and harmonic attributes of a vintage Strat in a noiseless package. These pickups feature sp...",https://images-na.ssl-images-amazon.com/images/I/41G5hn0hPJL.jpg,"[Sonic Characteristics] Single coil tone without the hum! Vintage Noiseless Strat pickups produce the brilliant clarity, definition and harmonic attributes of a vintage Strat in a noiseless package. | [Construction] These pickups feature special beveled edge Alnico 5 magnets and enamel-coated magnet wire. Each Vintage Noiseless Strat pickup comes with 3 pots, a capacitor and resistor to enhance your Noiseless experience. | DC Resistance: 9.8K, Inductance: 3.0 Henries",Musical Instruments
B0002E3DLM,On-Stage GS7462B Folding Guitar Stand,OnStage,$19.95,"An affordably priced A-Frame guitar stand for electric or acoustic guitars. This stand features a lightweight design, black velveteen rubber and On-Stage's patented double-stepped yoke. It can also be...",https://images-na.ssl-images-amazon.com/images/I/41OorzRoFPL.jpg,Our strongest A-Frame | Patented stepped yoke holds both acoustic and electric guitars | Also holds desktop mixers and combo amps,Musical Instruments
B0002E3DC6,"Leblanc 3292 Polish Cloth, LE Flatlanc, for Silver Plated instruments",LE BLANC,$9.95,"Leblanc Polish Cloth, LE Flatlanc, for Silver Plated instruments",https://images-na.ssl-images-amazon.com/images/I/31KrW58ivXL.jpg,Leblanc | Silver Plated instruments | Polish Cloth,Musical Instruments
B0002E3GV4,"Herco HE185 Spitballs, Small, 18/Jar",Herco,$4.29,"The amazing cleaning discs for brass instruments. Specially treated moist foam Spitballs are blown through the horn to give instantaneous cleaning. Spitballs are used for trumpet, cornet, French horn,...",https://images-na.ssl-images-amazon.com/images/I/31r9%2BwSY6rL.jpg,"Removes dirt other cleaners leave behind | Standard size for trumpets, cornets, French horns, and small bore trombones | Jar of 18",Musical Instruments
B0002E3GLY,Fender '65 Twin Reverb 85-Watt 2x12-Inch Guitar Combo Amp,Fender,$188.99,"This amp has seen action in every imaginable venue and remains indispensable to this day. Be it rock, jazz, country or anything else, this is what a clean electric guitar sounds like - or add an upsid...",https://images-na.ssl-images-amazon.com/images/I/51OVWtptifL.jpg,"85 watts of the purest, loudest, cleanest, most legendary guitar tone on the planet. | Two 12"" 8-ohm Jensen C-12K speakers offer incredible clarity and note separation. | Legendary all-tube Fender reverb offers spacious ambience and surf-worthy splash and crash.",Musical Instruments
B0002E3B7I,Seymour Duncan Woody HC Hum-Canceling Soundhole Pickup,Seymour Duncan,$7.43,"The Seymour Duncan Woody HC Hum-Canceling Soundhole Pickup uses Stack technology to deliver full-bodied tone without noise or hum. If you have to play near neon signs or fluorescent lights, the Woody ...",https://images-na.ssl-images-amazon.com/images/I/51Rw1ird2NL.jpg,"Transducer: Magnetic | Placement: Soundhole | Jack: 1/4"" male",Musical Instruments
B0002E3D6W,Fender Vintage Noiseless Tele Pickups,Fender,$108.97,"As Heard on: Pre-2010 Fender American Deluxe Telecaster guitars. Fender Vintage Noiseless Tele pickups produce the brilliant single-coil clarity, definition and twang of a vintage 1960s Tele without t...",https://images-na.ssl-images-amazon.com/images/I/417xgbaNchL.jpg,"Enamel-coated magnet wire for warm vintage tone | Flush-mount pole pieces for even string response | Alnico 2 magnets for warmer attack and less-aggressive midrange, Vinyl-covered output wire and plastic bobbin",Musical Instruments
